Year_WK,Store_ID,SKU_ID,Quantity_Sold,Quantity_Available
2026-05,ST01,SKU0006,343,778
2026-06,ST01,SKU0006,317,342
2026-07,ST01,SKU0006,423,1318
2026-08,ST01,SKU0006,534,504
2026-09,ST01,SKU0006,420,100
2026-10,ST01,SKU0006,244,960
2026-11,ST01,SKU0006,487,131
2026-12,ST01,SKU0006,389,1045
2026-13,ST01,SKU0006,462,27
2026-14,ST01,SKU0006,317,1081
2026-15,ST01,SKU0006,400,663
2026-16,ST01,SKU0006,287,313
2026-17,ST01,SKU0006,519,1140
2026-18,ST01,SKU0006,455,729
2026-19,ST01,SKU0006,336,369
2026-20,ST01,SKU0006,470,1235
2026-21,ST01,SKU0006,289,849
2026-22,ST01,SKU0006,283,433
2025-22,ST01,SKU0007,0,0
2025-23,ST01,SKU0007,0,0
2025-24,ST01,SKU0007,0,0
2025-25,ST01,SKU0007,0,0
2025-26,ST01,SKU0007,0,0
2025-27,ST01,SKU0007,0,0
2025-28,ST01,SKU0007,0,0
2025-29,ST01,SKU0007,0,0
2025-30,ST01,SKU0007,0,0
2025-31,ST01,SKU0007,0,0
2025-32,ST01,SKU0007,0,0
2025-33,ST01,SKU0007,0,0
2025-34,ST01,SKU0007,0,0
2025-35,ST01,SKU0007,0,0
2025-36,ST01,SKU0007,0,0
2025-37,ST01,SKU0007,0,0
2025-38,ST01,SKU0007,0,0
2025-39,ST01,SKU0007,0,0
2025-40,ST01,SKU0007,0,0
2025-41,ST01,SKU0007,0,0
2025-42,ST01,SKU0007,0,0
2025-43,ST01,SKU0007,0,0
2025-44,ST01,SKU0007,0,0
2025-45,ST01,SKU0007,0,0
2025-46,ST01,SKU0007,0,0
2025-47,ST01,SKU0007,0,0
2025-48,ST01,SKU0007,0,0
2025-49,ST01,SKU0007,0,0
2025-50,ST01,SKU0007,0,0
2025-51,ST01,SKU0007,0,0
2025-52,ST01,SKU0007,0,0
2026-01,ST01,SKU0007,53,0
2026-02,ST01,SKU0007,84,0
2026-03,ST01,SKU0007,39,0
2026-04,ST01,SKU0007,108,0
2026-05,ST01,SKU0007,64,0
2026-06,ST01,SKU0007,0,0
2026-07,ST01,SKU0007,119,0
2026-08,ST01,SKU0007,73,0
2026-09,ST01,SKU0007,47,0
2026-10,ST01,SKU0007,39,0
2026-11,ST01,SKU0007,92,0
2026-12,ST01,SKU0007,15,0
2026-13,ST01,SKU0007,85,0
2026-14,ST01,SKU0007,11,0
2026-15,ST01,SKU0007,30,0
2026-16,ST01,SKU0007,21,0
2026-17,ST01,SKU0007,92,0
2026-18,ST01,SKU0007,60,0
2026-19,ST01,SKU0007,46,0
2026-20,ST01,SKU0007,158,0
2026-21,ST01,SKU0007,132,0
2026-22,ST01,SKU0007,30,0
2025-22,ST01,SKU0008,0,0
2025-23,ST01,SKU0008,0,0
2025-24,ST01,SKU0008,0,0
2025-25,ST01,SKU0008,0,0
2025-26,ST01,SKU0008,0,0
2025-27,ST01,SKU0008,0,0
2025-28,ST01,SKU0008,0,0
2025-29,ST01,SKU0008,0,0
2025-30,ST01,SKU0008,0,0
2025-31,ST01,SKU0008,0,0
2025-32,ST01,SKU0008,0,0
2025-33,ST01,SKU0008,0,0
2025-34,ST01,SKU0008,0,0
2025-35,ST01,SKU0008,0,0
2025-36,ST01,SKU0008,0,0
2025-37,ST01,SKU0008,0,0
2025-38,ST01,SKU0008,0,0
2025-39,ST01,SKU0008,0,0
2025-40,ST01,SKU0008,0,0
2025-41,ST01,SKU0008,0,0
2025-42,ST01,SKU0008,0,0
2025-43,ST01,SKU0008,0,0
2025-44,ST01,SKU0008,0,0
2025-45,ST01,SKU0008,0,0
2025-46,ST01,SKU0008,0,0
2025-47,ST01,SKU0008,0,0
2025-48,ST01,SKU0008,0,0
2025-49,ST01,SKU0008,0,0
2025-50,ST01,SKU0008,0,0
2025-51,ST01,SKU0008,0,0
2025-52,ST01,SKU0008,0,0
2026-01,ST01,SKU0008,30,0
2026-02,ST01,SKU0008,39,0
2026-03,ST01,SKU0008,12,0
2026-04,ST01,SKU0008,0,0
2026-05,ST01,SKU0008,0,0
2026-06,ST01,SKU0008,0,0
2026-07,ST01,SKU0008,0,0
2026-08,ST01,SKU0008,10,0
2026-09,ST01,SKU0008,0,0
2026-10,ST01,SKU0008,48,0
2026-11,ST01,SKU0008,48,0
2026-12,ST01,SKU0008,0,0
2026-13,ST01,SKU0008,22,0
2026-14,ST01,SKU0008,0,0
2026-15,ST01,SKU0008,0,0
2026-16,ST01,SKU0008,60,0
2026-17,ST01,SKU0008,24,0
2026-18,ST01,SKU0008,38,0
2026-19,ST01,SKU0008,0,0
2026-20,ST01,SKU0008,0,0
2026-21,ST01,SKU0008,18,0
2026-22,ST01,SKU0008,11,0
2025-22,ST01,SKU0009,5,346
2025-23,ST01,SKU0009,79,247
2025-24,ST01,SKU0009,50,144
2025-25,ST01,SKU0009,77,48
2025-26,ST01,SKU0009,45,404
2025-27,ST01,SKU0009,88,314
2025-28,ST01,SKU0009,32,213
2025-29,ST01,SKU0009,59,111
2025-30,ST01,SKU0009,37,20
2025-31,ST01,SKU0009,48,362
2025-32,ST01,SKU0009,81,277
2025-33,ST01,SKU0009,33,188
2025-34,ST01,SKU0009,49,96
2025-35,ST01,SKU0009,41,418
2025-36,ST01,SKU0009,37,333
2025-37,ST01,SKU0009,71,235
2025-38,ST01,SKU0009,27,136
2025-39,ST01,SKU0009,31,45
2025-40,ST01,SKU0009,54,389
2025-41,ST01,SKU0009,47,295
2025-42,ST01,SKU0009,50,197
2025-43,ST01,SKU0009,74,96
2025-44,ST01,SKU0009,73,0
2025-45,ST01,SKU0009,62,387
2025-46,ST01,SKU0009,72,290
2025-47,ST01,SKU0009,27,194
2025-48,ST01,SKU0009,76,98
2025-49,ST01,SKU0009,22,1
2025-50,ST01,SKU0009,6,379
2025-51,ST01,SKU0009,67,282
2025-52,ST01,SKU0009,45,183
2026-01,ST01,SKU0009,93,93
2026-02,ST01,SKU0009,94,424
2026-03,ST01,SKU0009,77,331
2026-04,ST01,SKU0009,89,224
2026-05,ST01,SKU0009,147,131
2026-06,ST01,SKU0009,144,35
2026-07,ST01,SKU0009,77,368
2026-08,ST01,SKU0009,175,265
2026-09,ST01,SKU0009,170,163
2026-10,ST01,SKU0009,161,61
2026-11,ST01,SKU0009,102,425
2026-12,ST01,SKU0009,165,319
2026-13,ST01,SKU0009,93,227
2026-14,ST01,SKU0009,169,192
2026-15,ST01,SKU0009,77,100
2026-16,ST01,SKU0009,117,11
2026-17,ST01,SKU0009,235,337
2026-18,ST01,SKU0009,108,238
2026-19,ST01,SKU0009,96,146
2026-20,ST01,SKU0009,80,52
2026-21,ST01,SKU0009,37,408
2026-22,ST01,SKU0009,63,321
2025-22,ST01,SKU0010,21,952
2025-23,ST01,SKU0010,489,568
2025-24,ST01,SKU0010,441,190
2025-25,ST01,SKU0010,224,1928
2025-26,ST01,SKU0010,347,1568
2025-27,ST01,SKU0010,263,1210
2025-28,ST01,SKU0010,381,838
2025-29,ST01,SKU0010,543,480
2025-30,ST01,SKU0010,182,75
2025-31,ST01,SKU0010,276,1674
2025-32,ST01,SKU0010,620,1302
2025-33,ST01,SKU0010,242,943
2025-34,ST01,SKU0010,362,605
2025-35,ST01,SKU0010,393,245
2025-36,ST01,SKU0010,259,1963
2025-37,ST01,SKU0010,367,1621
2025-38,ST01,SKU0010,243,1244
2025-39,ST01,SKU0010,314,887
2025-40,ST01,SKU0010,389,528
2025-41,ST01,SKU0010,380,171
2025-42,ST01,SKU0010,254,1691
2025-43,ST01,SKU0010,428,1302
2025-44,ST01,SKU0010,380,932
2025-45,ST01,SKU0010,282,549
2025-46,ST01,SKU0010,389,208
2025-47,ST01,SKU0010,351,1905
2025-48,ST01,SKU0010,539,1519
2025-49,ST01,SKU0010,559,1122
2025-50,ST01,SKU0010,304,775
2025-51,ST01,SKU0010,344,419
2025-52,ST01,SKU0010,319,38
2026-01,ST01,SKU0010,514,1692
2026-02,ST01,SKU0010,195,1316
2026-03,ST01,SKU0010,487,914
2026-04,ST01,SKU0010,417,275
2026-05,ST01,SKU0010,210,2137
2026-06,ST01,SKU0010,612,1779
2026-07,ST01,SKU0010,202,1406
2026-08,ST01,SKU0010,387,1053
2026-09,ST01,SKU0010,347,677
2026-10,ST01,SKU0010,330,1339
2026-11,ST01,SKU0010,589,1154
2026-12,ST01,SKU0010,501,1169
2026-13,ST01,SKU0010,265,780
2026-14,ST01,SKU0010,321,443
2026-15,ST01,SKU0010,266,515
2026-16,ST01,SKU0010,225,468
2026-17,ST01,SKU0010,370,1195
2026-18,ST01,SKU0010,475,830
2026-19,ST01,SKU0010,374,436
2026-20,ST01,SKU0010,473,58
2026-21,ST01,SKU0010,368,1711
2026-22,ST01,SKU0010,423,1366
2025-22,ST01,SKU0011,0,0
2025-23,ST01,SKU0011,0,0
2025-24,ST01,SKU0011,0,0
2025-25,ST01,SKU0011,0,0
2025-26,ST01,SKU0011,0,0
2025-27,ST01,SKU0011,0,0
2025-28,ST01,SKU0011,0,0
2025-29,ST01,SKU0011,0,0
2025-30,ST01,SKU0011,0,0
2025-31,ST01,SKU0011,0,0
2025-32,ST01,SKU0011,0,0
2025-33,ST01,SKU0011,0,0
2025-34,ST01,SKU0011,0,0
2025-35,ST01,SKU0011,0,0
2025-36,ST01,SKU0011,0,0
2025-37,ST01,SKU0011,0,0
2025-38,ST01,SKU0011,0,0
2025-39,ST01,SKU0011,0,0
2025-40,ST01,SKU0011,0,0
2025-41,ST01,SKU0011,0,0
2025-42,ST01,SKU0011,0,0
2025-43,ST01,SKU0011,0,0
2025-44,ST01,SKU0011,0,0
2025-45,ST01,SKU0011,0,0
2025-46,ST01,SKU0011,0,0
2025-47,ST01,SKU0011,0,0
2025-48,ST01,SKU0011,0,0
2025-49,ST01,SKU0011,0,0
2025-50,ST01,SKU0011,0,0
2025-51,ST01,SKU0011,0,0
2025-52,ST01,SKU0011,0,0
2026-01,ST01,SKU0011,0,0
2026-02,ST01,SKU0011,0,0
2026-03,ST01,SKU0011,56,0
2026-04,ST01,SKU0011,12,0
2026-05,ST01,SKU0011,0,0
2026-06,ST01,SKU0011,36,0
2026-07,ST01,SKU0011,4,0
2026-08,ST01,SKU0011,3,0
2026-09,ST01,SKU0011,0,0
2026-10,ST01,SKU0011,0,0
2026-11,ST01,SKU0011,0,0
2026-12,ST01,SKU0011,30,0
2026-13,ST01,SKU0011,0,0
2026-14,ST01,SKU0011,10,0
2026-15,ST01,SKU0011,0,0
2026-16,ST01,SKU0011,71,0
2026-17,ST01,SKU0011,7,0
2026-18,ST01,SKU0011,2,0
2026-19,ST01,SKU0011,4,0
2026-20,ST01,SKU0011,28,0
2026-21,ST01,SKU0011,7,0
2026-22,ST01,SKU0011,0,0
2025-22,ST01,SKU0012,0,0
2025-23,ST01,SKU0012,0,0
2025-24,ST01,SKU0012,0,0
2025-25,ST01,SKU0012,0,0
2025-26,ST01,SKU0012,0,0
2025-27,ST01,SKU0012,0,0
2025-28,ST01,SKU0012,0,0
2025-29,ST01,SKU0012,0,0
2025-30,ST01,SKU0012,0,0
2025-31,ST01,SKU0012,0,0
2025-32,ST01,SKU0012,0,0
2025-33,ST01,SKU0012,0,0
2025-34,ST01,SKU0012,0,0
2025-35,ST01,SKU0012,0,0
2025-36,ST01,SKU0012,0,0
2025-37,ST01,SKU0012,0,0
2025-38,ST01,SKU0012,0,0
2025-39,ST01,SKU0012,0,0
2025-40,ST01,SKU0012,0,0
2025-41,ST01,SKU0012,0,0
2025-42,ST01,SKU0012,0,0
2025-43,ST01,SKU0012,0,0
2025-44,ST01,SKU0012,0,0
2025-45,ST01,SKU0012,0,0
2025-46,ST01,SKU0012,0,0
2025-47,ST01,SKU0012,0,0
2025-48,ST01,SKU0012,0,0
2025-49,ST01,SKU0012,0,0
2025-50,ST01,SKU0012,0,0
2025-51,ST01,SKU0012,0,0
2025-52,ST01,SKU0012,0,0
2026-01,ST01,SKU0012,37,0
2026-02,ST01,SKU0012,49,0
2026-03,ST01,SKU0012,2,0
2026-04,ST01,SKU0012,0,0
2026-05,ST01,SKU0012,66,0
2026-06,ST01,SKU0012,24,0
2026-07,ST01,SKU0012,30,0
2026-08,ST01,SKU0012,16,0
2026-09,ST01,SKU0012,32,0
2026-10,ST01,SKU0012,4,0
2026-11,ST01,SKU0012,0,0
2026-12,ST01,SKU0012,62,0
2026-13,ST01,SKU0012,44,0
2026-14,ST01,SKU0012,48,0
2026-15,ST01,SKU0012,7,0
2026-16,ST01,SKU0012,27,0
2026-17,ST01,SKU0012,20,0
2026-18,ST01,SKU0012,10,0
2026-19,ST01,SKU0012,0,0
2026-20,ST01,SKU0012,0,0
2026-21,ST01,SKU0012,87,0
2026-22,ST01,SKU0012,4,0
2025-22,ST01,SKU0013,32,1029
2025-23,ST01,SKU0013,679,300
2025-24,ST01,SKU0013,926,2568
2025-25,ST01,SKU0013,696,1848
2025-26,ST01,SKU0013,986,1103
2025-27,ST01,SKU0013,565,438
2025-28,ST01,SKU0013,721,3020
2025-29,ST01,SKU0013,542,2225
2025-30,ST01,SKU0013,920,1449
2025-31,ST01,SKU0013,451,655
2025-32,ST01,SKU0013,598,3213
2025-33,ST01,SKU0013,932,2560
2025-34,ST01,SKU0013,723,1810
2025-35,ST01,SKU0013,1042,1097
2025-36,ST01,SKU0013,774,401
2025-37,ST01,SKU0013,541,3074
2025-38,ST01,SKU0013,603,2332
2025-39,ST01,SKU0013,890,1579
2025-40,ST01,SKU0013,1557,835
2025-41,ST01,SKU0013,815,126
2025-42,ST01,SKU0013,1270,2557
2025-43,ST01,SKU0013,521,1819
2025-44,ST01,SKU0013,492,1135
2025-45,ST01,SKU0013,802,421
2025-46,ST01,SKU0013,900,2672
2025-47,ST01,SKU0013,972,1961
2025-48,ST01,SKU0013,935,1190
2025-49,ST01,SKU0013,480,464
2025-50,ST01,SKU0013,422,2823
2025-51,ST01,SKU0013,755,2059
2025-52,ST01,SKU0013,573,1421
2026-01,ST01,SKU0013,743,726
2026-02,ST01,SKU0013,621,1421
2026-03,ST01,SKU0013,699,961
2026-04,ST01,SKU0013,922,979
2026-05,ST01,SKU0013,815,288
2026-06,ST01,SKU0013,464,2874
2026-07,ST01,SKU0013,596,2148
2026-08,ST01,SKU0013,681,1399
2026-09,ST01,SKU0013,732,593
2026-10,ST01,SKU0013,912,3154
2026-11,ST01,SKU0013,571,2436
2026-12,ST01,SKU0013,646,1712
2026-13,ST01,SKU0013,917,924
2026-14,ST01,SKU0013,840,148
2026-15,ST01,SKU0013,596,2463
2026-16,ST01,SKU0013,1009,1825
2026-17,ST01,SKU0013,645,1142
2026-18,ST01,SKU0013,745,420
2026-19,ST01,SKU0013,658,3057
2026-20,ST01,SKU0013,880,1471
2026-21,ST01,SKU0013,622,750
2026-22,ST01,SKU0013,449,20
2025-22,ST01,SKU0014,0,0
2025-23,ST01,SKU0014,0,0
2025-24,ST01,SKU0014,0,0
2025-25,ST01,SKU0014,0,0
2025-26,ST01,SKU0014,0,0
2025-27,ST01,SKU0014,0,0
2025-28,ST01,SKU0014,0,0
2025-29,ST01,SKU0014,0,0
2025-30,ST01,SKU0014,0,0
2025-31,ST01,SKU0014,0,0
2025-32,ST01,SKU0014,0,0
2025-33,ST01,SKU0014,0,0
2025-34,ST01,SKU0014,0,0
2025-35,ST01,SKU0014,0,0
2025-36,ST01,SKU0014,0,0
2025-37,ST01,SKU0014,0,0
2025-38,ST01,SKU0014,0,0
2025-39,ST01,SKU0014,0,0
2025-40,ST01,SKU0014,0,0
2025-41,ST01,SKU0014,0,0
2025-42,ST01,SKU0014,0,0
2025-43,ST01,SKU0014,0,0
2025-44,ST01,SKU0014,0,0
2025-45,ST01,SKU0014,0,0
2025-46,ST01,SKU0014,0,0
2025-47,ST01,SKU0014,0,0
2025-48,ST01,SKU0014,0,0
2025-49,ST01,SKU0014,0,0
2025-50,ST01,SKU0014,0,0
2025-51,ST01,SKU0014,0,0
2025-52,ST01,SKU0014,0,0
2026-01,ST01,SKU0014,0,0
2026-02,ST01,SKU0014,8,0
2026-03,ST01,SKU0014,5,0
2026-04,ST01,SKU0014,0,0
2026-05,ST01,SKU0014,8,0
2026-06,ST01,SKU0014,0,0
2026-07,ST01,SKU0014,27,0
