antecedent_sku,consequent_sku,support_antecedent,support_consequent,support_pair,confidence,lift,co_occurrence_count
SKU0006,SKU0016,0.049908,0.013484,0.00041,0.008215,0.609265,124
SKU0006,SKU0007,0.049908,0.014555,0.00043,0.008613,0.591732,130
SKU0006,SKU0033,0.049908,0.055443,0.001607,0.032198,0.580747,486
SKU0006,SKU0013,0.049908,0.05542,0.001597,0.031999,0.577403,483
SKU0006,SKU0040,0.049908,0.054699,0.001541,0.030873,0.564422,466
SKU0006,SKU0024,0.049908,0.054785,0.001524,0.030542,0.557489,461
SKU0006,SKU0044,0.049908,0.054682,0.001475,0.029548,0.540361,446
SKU0006,SKU0028,0.049908,0.020345,0.000546,0.010931,0.537315,165
SKU0006,SKU0056,0.049908,0.020533,0.000546,0.010931,0.532383,165
SKU0006,SKU0054,0.049908,0.021899,0.000569,0.011395,0.520362,172
SKU0006,SKU0031,0.049908,0.019723,0.00047,0.009408,0.476991,142
SKU0006,SKU0025,0.049908,0.021773,0.000493,0.009871,0.45338,149
SKU0006,SKU0018,0.049908,0.005707,0.000126,0.002518,0.441138,38
SKU0006,SKU0012,0.049908,0.005142,0.000106,0.00212,0.412336,32
SKU0006,SKU0050,0.049908,0.022464,0.000453,0.009076,0.404042,137
SKU0006,SKU0051,0.049908,0.025328,0.000509,0.010203,0.402832,154
SKU0006,SKU0058,0.049908,0.02294,0.000446,0.008944,0.38988,135
SKU0006,SKU0029,0.049908,0.025202,0.000486,0.009739,0.386439,147
SKU0006,SKU0057,0.049908,0.027718,0.000532,0.010666,0.384821,161
SKU0006,SKU0009,0.049908,0.023932,0.000417,0.008348,0.348806,126
SKU0006,SKU0019,0.049908,0.012548,0.000162,0.003246,0.258712,49
SKU0006,SKU0022,0.049908,0.013494,0.000145,0.002915,0.216032,44
SKU0006,SKU0060,0.049908,0.016251,0.000165,0.003313,0.203835,50
SKU0006,SKU0021,0.049908,0.020484,0.000208,0.004174,0.203766,63
SKU0006,SKU0059,0.049908,0.006481,6.3e-05,0.001259,0.194236,19
SKU0006,SKU0052,0.049908,0.012614,0.000112,0.002253,0.178573,34
SKU0006,SKU0045,0.049908,0.016324,0.000136,0.002716,0.1664,41
SKU0006,SKU0026,0.049908,0.033742,0.000265,0.0053,0.157076,80
SKU0006,SKU0039,0.049908,0.020533,0.000152,0.003048,0.148422,46
SKU0006,SKU0032,0.049908,0.035862,0.000251,0.005035,0.140403,76
SKU0006,SKU0036,0.049908,0.008524,6e-05,0.001193,0.139901,18
SKU0006,SKU0046,0.049908,0.019363,0.000122,0.002451,0.1266,37
SKU0006,SKU0037,0.049908,0.008131,5e-05,0.000994,0.122226,15
SKU0006,SKU0001,0.049908,0.009,4.6e-05,0.000928,0.103056,14
SKU0006,SKU0048,0.049908,0.010528,2.3e-05,0.000464,0.044051,7
SKU0007,SKU0006,0.014555,0.049908,0.00043,0.029532,0.591732,130
SKU0007,SKU0027,0.014555,0.049736,0.000407,0.027942,0.561805,123
SKU0007,SKU0015,0.014555,0.050377,0.000387,0.026579,0.527596,117
SKU0007,SKU0002,0.014555,0.049901,0.000374,0.02567,0.51442,113
SKU0007,SKU0041,0.014555,0.049749,0.000357,0.024534,0.493161,108
SKU0007,SKU0010,0.014555,0.049938,0.000357,0.024534,0.4913,108
SKU0007,SKU0038,0.014555,0.049878,0.000344,0.023626,0.473668,104
SKU0007,SKU0042,0.014555,0.016893,0.000103,0.007042,0.416881,31
SKU0007,SKU0049,0.014555,0.04999,0.000291,0.019991,0.399895,88
SKU0007,SKU0028,0.014555,0.020345,0.000116,0.007951,0.390812,35
SKU0007,SKU0044,0.014555,0.054682,0.000301,0.020672,0.378046,91
SKU0007,SKU0013,0.014555,0.05542,0.000304,0.0209,0.377115,92
SKU0007,SKU0040,0.014555,0.054699,0.000294,0.020218,0.369626,89
SKU0007,SKU0024,0.014555,0.054785,0.000288,0.019764,0.360752,87
SKU0007,SKU0033,0.014555,0.055443,0.000288,0.019764,0.356471,87
SKU0007,SKU0016,0.014555,0.013484,6.3e-05,0.004316,0.320105,19
SKU0007,SKU0017,0.014555,0.013924,6.3e-05,0.004316,0.309995,19
SKU0007,SKU0056,0.014555,0.020533,8.6e-05,0.005906,0.287652,26
SKU0007,SKU0051,0.014555,0.025328,0.000103,0.007042,0.278048,31
SKU0007,SKU0031,0.014555,0.019723,7.9e-05,0.005452,0.276431,24
SKU0007,SKU0054,0.014555,0.021899,8.6e-05,0.005906,0.269715,26
SKU0007,SKU0029,0.014555,0.025202,9.6e-05,0.006588,0.261406,29
SKU0007,SKU0025,0.014555,0.021773,8.3e-05,0.005679,0.260838,25
SKU0007,SKU0018,0.014555,0.005707,2e-05,0.001363,0.238834,6
SKU0007,SKU0058,0.014555,0.02294,7.6e-05,0.005225,0.227761,23
SKU0007,SKU0012,0.014555,0.005142,1.7e-05,0.001136,0.220915,5
SKU0007,SKU0009,0.014555,0.023932,7.3e-05,0.004998,0.208829,22
SKU0007,SKU0050,0.014555,0.022464,6e-05,0.004089,0.182026,18
SKU0007,SKU0057,0.014555,0.027718,6.6e-05,0.004543,0.163914,20
SKU0007,SKU0060,0.014555,0.016251,3.6e-05,0.002499,0.153764,11
SKU0007,SKU0052,0.014555,0.012614,2.6e-05,0.001817,0.144073,8
SKU0007,SKU0022,0.014555,0.013494,2.3e-05,0.00159,0.117847,7
SKU0007,SKU0026,0.014555,0.033742,5.6e-05,0.003862,0.114452,17
SKU0007,SKU0045,0.014555,0.016324,2.6e-05,0.001817,0.11133,8
SKU0007,SKU0021,0.014555,0.020484,3.3e-05,0.002272,0.110903,10
SKU0007,SKU0036,0.014555,0.008524,1.3e-05,0.000909,0.106602,4
SKU0007,SKU0046,0.014555,0.019363,3e-05,0.002045,0.105591,9
SKU0007,SKU0001,0.014555,0.009,1.3e-05,0.000909,0.100962,4
SKU0007,SKU0019,0.014555,0.012548,1.7e-05,0.001136,0.09052,5
SKU0007,SKU0039,0.014555,0.020533,2.6e-05,0.001817,0.088508,8
SKU0007,SKU0032,0.014555,0.035862,3e-05,0.002045,0.057011,9
SKU0007,SKU0037,0.014555,0.008131,7e-06,0.000454,0.05588,2
SKU0007,SKU0048,0.014555,0.010528,7e-06,0.000454,0.043156,2
SKU0007,SKU0059,0.014555,0.006481,3e-06,0.000227,0.035053,1
SKU0009,SKU0040,0.023932,0.054699,0.001008,0.042139,0.770377,305
SKU0009,SKU0024,0.023932,0.054785,0.000965,0.040343,0.736384,292
SKU0009,SKU0044,0.023932,0.054682,0.000906,0.037856,0.692286,274
SKU0009,SKU0059,0.023932,0.006481,9.6e-05,0.004007,0.618244,29
SKU0009,SKU0026,0.023932,0.033742,0.000473,0.019757,0.585519,143
SKU0009,SKU0012,0.023932,0.005142,6.9e-05,0.002901,0.564296,21
SKU0009,SKU0001,0.023932,0.009,0.000116,0.004836,0.537276,35
SKU0009,SKU0058,0.023932,0.02294,0.000294,0.012296,0.536011,89
SKU0009,SKU0042,0.023932,0.016893,0.000202,0.008428,0.498898,61
SKU0009,SKU0032,0.023932,0.035862,0.00042,0.017546,0.489274,127
SKU0009,SKU0036,0.023932,0.008524,9.6e-05,0.004007,0.470038,29
SKU0009,SKU0033,0.023932,0.055443,0.000572,0.023902,0.431105,173
SKU0009,SKU0013,0.023932,0.05542,0.000549,0.022935,0.413834,166
SKU0009,SKU0049,0.023932,0.04999,0.000489,0.020448,0.409031,148
SKU0009,SKU0037,0.023932,0.008131,7.9e-05,0.003316,0.407822,24
SKU0009,SKU0048,0.023932,0.010528,9.6e-05,0.004007,0.380577,29
SKU0009,SKU0045,0.023932,0.016324,0.000145,0.006079,0.372398,44
SKU0009,SKU0006,0.023932,0.049908,0.000417,0.017408,0.348806,126
SKU0009,SKU0027,0.023932,0.049736,0.000413,0.01727,0.347234,125
SKU0009,SKU0031,0.023932,0.019723,0.000162,0.00677,0.343244,49
SKU0009,SKU0041,0.023932,0.049749,0.0004,0.016717,0.336033,121
SKU0009,SKU0015,0.023932,0.050377,0.000403,0.016855,0.334585,122
SKU0009,SKU0029,0.023932,0.025202,0.000202,0.008428,0.33441,61
SKU0009,SKU0017,0.023932,0.013924,0.000109,0.004559,0.327451,33
SKU0009,SKU0056,0.023932,0.020533,0.000159,0.006632,0.322974,48
SKU0009,SKU0002,0.023932,0.049901,0.000384,0.016027,0.321166,116
SKU0009,SKU0010,0.023932,0.049938,0.000377,0.01575,0.315398,114
SKU0009,SKU0018,0.023932,0.005707,4.3e-05,0.001796,0.314717,13
SKU0009,SKU0025,0.023932,0.021773,0.000149,0.006217,0.285545,45
SKU0009,SKU0028,0.023932,0.020345,0.000129,0.005388,0.264847,39
SKU0009,SKU0039,0.023932,0.020533,0.000129,0.005388,0.262416,39
SKU0009,SKU0054,0.023932,0.021899,0.000132,0.005526,0.252361,40
SKU0009,SKU0051,0.023932,0.025328,0.000152,0.006355,0.250927,46
SKU0009,SKU0038,0.023932,0.049878,0.000298,0.012434,0.249296,90
SKU0009,SKU0016,0.023932,0.013484,7.9e-05,0.003316,0.245913,24
SKU0009,SKU0057,0.023932,0.027718,0.000159,0.006632,0.239254,48
SKU0009,SKU0050,0.023932,0.022464,0.000112,0.004697,0.209108,34
SKU0009,SKU0007,0.023932,0.014555,7.3e-05,0.00304,0.208829,22
SKU0009,SKU0060,0.023932,0.016251,7.9e-05,0.003316,0.204035,24
SKU0009,SKU0046,0.023932,0.019363,9.3e-05,0.003868,0.19979,28
SKU0009,SKU0021,0.023932,0.020484,7.9e-05,0.003316,0.161878,24
SKU0009,SKU0052,0.023932,0.012614,4.6e-05,0.001934,0.153339,14
SKU0009,SKU0022,0.023932,0.013494,4e-05,0.001658,0.122866,12
SKU0009,SKU0019,0.023932,0.012548,3.3e-05,0.001382,0.110105,10
SKU0010,SKU0002,0.049938,0.049901,0.002632,0.052705,1.056184,796
SKU0010,SKU0041,0.049938,0.049749,0.002592,0.05191,1.043442,784
SKU0010,SKU0038,0.049938,0.049878,0.002536,0.050785,1.018177,767
SKU0010,SKU0015,0.049938,0.050377,0.002553,0.051116,1.014658,772
SKU0010,SKU0027,0.049938,0.049736,0.00243,0.048666,0.978487,735
SKU0010,SKU0006,0.049938,0.049908,0.002391,0.047871,0.959195,723
SKU0010,SKU0016,0.049938,0.013484,0.000516,0.010329,0.766038,156
SKU0010,SKU0049,0.049938,0.04999,0.001845,0.036946,0.739068,558
SKU0010,SKU0042,0.049938,0.016893,0.000618,0.012382,0.732958,187
SKU0010,SKU0017,0.049938,0.013924,0.00045,0.009005,0.646736,136
SKU0010,SKU0013,0.049938,0.05542,0.001703,0.034099,0.615291,515
SKU0010,SKU0044,0.049938,0.054682,0.00163,0.032643,0.596949,493
SKU0010,SKU0056,0.049938,0.020533,0.000569,0.011388,0.554638,172
SKU0010,SKU0033,0.049938,0.055443,0.001534,0.030722,0.554128,464
SKU0010,SKU0031,0.049938,0.019723,0.000532,0.01066,0.540491,161
SKU0010,SKU0040,0.049938,0.054699,0.001455,0.029133,0.532613,440
SKU0010,SKU0012,0.049938,0.005142,0.000136,0.002715,0.527991,41
SKU0010,SKU0024,0.049938,0.054785,0.001415,0.028339,0.517274,428
SKU0010,SKU0028,0.049938,0.020345,0.000519,0.010395,0.510959,157
SKU0010,SKU0054,0.049938,0.021899,0.000552,0.011057,0.504934,167
SKU0010,SKU0007,0.049938,0.014555,0.000357,0.007151,0.4913,108
SKU0010,SKU0025,0.049938,0.021773,0.000532,0.01066,0.489602,161
SKU0010,SKU0051,0.049938,0.025328,0.000559,0.01119,0.441805,169
SKU0010,SKU0050,0.049938,0.022464,0.000489,0.009799,0.436224,148
SKU0010,SKU0057,0.049938,0.027718,0.000483,0.009667,0.34876,146
SKU0010,SKU0029,0.049938,0.025202,0.000427,0.008541,0.338917,129
SKU0010,SKU0018,0.049938,0.005707,9.3e-05,0.001854,0.324856,28
SKU0010,SKU0009,0.049938,0.023932,0.000377,0.007548,0.315398,114
SKU0010,SKU0058,0.049938,0.02294,0.000274,0.005496,0.239561,83
SKU0010,SKU0022,0.049938,0.013494,0.000149,0.00298,0.22081,45
SKU0010,SKU0060,0.049938,0.016251,0.000169,0.003377,0.207788,51
SKU0010,SKU0019,0.049938,0.012548,0.000126,0.002516,0.200514,38
SKU0010,SKU0052,0.049938,0.012614,0.000122,0.00245,0.194214,37
SKU0010,SKU0036,0.049938,0.008524,7.3e-05,0.001457,0.170889,22
SKU0010,SKU0045,0.049938,0.016324,0.000136,0.002715,0.166301,41
SKU0010,SKU0021,0.049938,0.020484,0.000155,0.003112,0.151925,47
SKU0010,SKU0032,0.049938,0.035862,0.000265,0.005297,0.147704,80
SKU0010,SKU0026,0.049938,0.033742,0.000245,0.0049,0.145208,74
SKU0010,SKU0039,0.049938,0.020533,0.000149,0.00298,0.145109,45
SKU0010,SKU0046,0.049938,0.019363,0.000139,0.002781,0.143622,42
SKU0010,SKU0059,0.049938,0.006481,4.6e-05,0.000927,0.143036,14
SKU0010,SKU0048,0.049938,0.010528,6e-05,0.001192,0.113207,18
SKU0010,SKU0001,0.049938,0.009,3.3e-05,0.000662,0.073567,10
SKU0010,SKU0037,0.049938,0.008131,1.7e-05,0.000331,0.040718,5
SKU0012,SKU0013,0.005142,0.05542,0.000347,0.067524,1.218415,105
SKU0012,SKU0033,0.005142,0.055443,0.000341,0.066238,1.194708,103
SKU0012,SKU0018,0.005142,0.005707,3.3e-05,0.006431,1.126848,10
SKU0012,SKU0057,0.005142,0.027718,0.000149,0.028939,1.044045,45
SKU0012,SKU0029,0.005142,0.025202,0.000129,0.02508,0.99518,39
SKU0012,SKU0045,0.005142,0.016324,6.3e-05,0.012219,0.748508,19
SKU0012,SKU0021,0.005142,0.020484,7.6e-05,0.014791,0.722092,23
SKU0012,SKU0039,0.005142,0.020533,7.6e-05,0.014791,0.720348,23
SKU0012,SKU0060,0.005142,0.016251,6e-05,0.011576,0.712287,18
SKU0012,SKU0059,0.005142,0.006481,2.3e-05,0.004502,0.694621,7
SKU0012,SKU0042,0.005142,0.016893,5.3e-05,0.010289,0.609102,16
SKU0012,SKU0024,0.005142,0.054785,0.000169,0.032797,0.598659,51
SKU0012,SKU0046,0.005142,0.019363,6e-05,0.011576,0.59783,18
SKU0012,SKU0040,0.005142,0.054699,0.000165,0.032154,0.587843,50
SKU0012,SKU0009,0.005142,0.023932,6.9e-05,0.013505,0.564296,21
SKU0012,SKU0010,0.005142,0.049938,0.000136,0.026367,0.527991,41
SKU0012,SKU0051,0.005142,0.025328,6.3e-05,0.012219,0.482426,19
SKU0012,SKU0038,0.005142,0.049878,0.000122,0.023794,0.477048,37
SKU0012,SKU0044,0.005142,0.054682,0.000132,0.025723,0.470417,40
SKU0012,SKU0031,0.005142,0.019723,4.6e-05,0.009003,0.456482,14
SKU0012,SKU0025,0.005142,0.021773,5e-05,0.009646,0.443038,15
SKU0012,SKU0049,0.005142,0.04999,0.000112,0.021865,0.437383,34
SKU0012,SKU0006,0.005142,0.049908,0.000106,0.020579,0.412336,32
SKU0012,SKU0054,0.005142,0.021899,4.6e-05,0.009003,0.41113,14
SKU0012,SKU0041,0.005142,0.049749,0.000103,0.019936,0.400725,31
SKU0012,SKU0002,0.005142,0.049901,9.6e-05,0.01865,0.373729,29
SKU0012,SKU0027,0.005142,0.049736,9.3e-05,0.018006,0.362042,28
SKU0012,SKU0015,0.005142,0.050377,8.9e-05,0.017363,0.344666,27
SKU0012,SKU0001,0.005142,0.009,1.3e-05,0.002572,0.28581,4
SKU0012,SKU0056,0.005142,0.020533,3e-05,0.005788,0.281875,9
SKU0012,SKU0017,0.005142,0.013924,2e-05,0.003859,0.277123,6
SKU0012,SKU0036,0.005142,0.008524,1e-05,0.001929,0.226331,3
SKU0012,SKU0028,0.005142,0.020345,2.3e-05,0.004502,0.221267,7
SKU0012,SKU0007,0.005142,0.014555,1.7e-05,0.003215,0.220915,5
SKU0012,SKU0050,0.005142,0.022464,2.3e-05,0.004502,0.200391,7
SKU0012,SKU0016,0.005142,0.013484,1.3e-05,0.002572,0.190774,4
SKU0012,SKU0022,0.005142,0.013494,1.3e-05,0.002572,0.190634,4
SKU0012,SKU0048,0.005142,0.010528,1e-05,0.001929,0.183254,3
SKU0012,SKU0026,0.005142,0.033742,3e-05,0.005788,0.171528,9
SKU0012,SKU0058,0.005142,0.02294,2e-05,0.003859,0.168199,6
SKU0012,SKU0037,0.005142,0.008131,7e-06,0.001286,0.158189,2
SKU0012,SKU0032,0.005142,0.035862,2.6e-05,0.005145,0.143459,8
SKU0012,SKU0019,0.005142,0.012548,3e-06,0.000643,0.05125,1
SKU0012,SKU0052,0.005142,0.012614,3e-06,0.000643,0.050981,1
SKU0013,SKU0033,0.05542,0.055443,0.003955,0.071356,1.287023,1196
SKU0013,SKU0012,0.05542,0.005142,0.000347,0.006265,1.218415,105
SKU0013,SKU0018,0.05542,0.005707,0.000364,0.006563,1.149975,110
SKU0013,SKU0029,0.05542,0.025202,0.001538,0.027743,1.10083,465
SKU0013,SKU0057,0.05542,0.027718,0.001541,0.027803,1.003051,466
SKU0013,SKU0045,0.05542,0.016324,0.000754,0.013603,0.833313,228
SKU0013,SKU0060,0.05542,0.016251,0.000744,0.013424,0.826029,225
SKU0013,SKU0049,0.05542,0.04999,0.002037,0.036752,0.735181,616
SKU0013,SKU0039,0.05542,0.020533,0.00083,0.014975,0.729321,251
SKU0013,SKU0046,0.05542,0.019363,0.000777,0.014021,0.724108,235
SKU0013,SKU0040,0.05542,0.054699,0.002126,0.038363,0.701347,643
SKU0013,SKU0021,0.05542,0.020484,0.000774,0.013961,0.681571,234
SKU0013,SKU0044,0.05542,0.054682,0.002007,0.036215,0.662281,607
SKU0013,SKU0024,0.05542,0.054785,0.001997,0.036036,0.657775,604
SKU0013,SKU0041,0.05542,0.049749,0.001759,0.03174,0.638009,532
SKU0013,SKU0038,0.05542,0.049878,0.001762,0.0318,0.637556,533
SKU0013,SKU0010,0.05542,0.049938,0.001703,0.030726,0.615291,515
SKU0013,SKU0002,0.05542,0.049901,0.001673,0.030189,0.604979,506
SKU0013,SKU0042,0.05542,0.016893,0.000546,0.009844,0.582753,165
SKU0013,SKU0006,0.05542,0.049908,0.001597,0.028817,0.577403,483
SKU0013,SKU0027,0.05542,0.049736,0.001538,0.027743,0.557807,465
SKU0013,SKU0015,0.05542,0.050377,0.001538,0.027743,0.550704,465
SKU0013,SKU0056,0.05542,0.020533,0.000608,0.010978,0.534641,184
SKU0013,SKU0025,0.05542,0.021773,0.000632,0.011396,0.523376,191
SKU0013,SKU0028,0.05542,0.020345,0.000572,0.010322,0.507336,173
SKU0013,SKU0054,0.05542,0.021899,0.000615,0.011097,0.506751,186
SKU0013,SKU0051,0.05542,0.025328,0.000694,0.012529,0.494683,210
SKU0013,SKU0058,0.05542,0.02294,0.000608,0.010978,0.478542,184
SKU0013,SKU0031,0.05542,0.019723,0.000506,0.009128,0.462826,153
SKU0013,SKU0050,0.05542,0.022464,0.000552,0.009964,0.443534,167
SKU0013,SKU0017,0.05542,0.013924,0.000324,0.005847,0.41993,98
SKU0013,SKU0009,0.05542,0.023932,0.000549,0.009904,0.413834,166
SKU0013,SKU0007,0.05542,0.014555,0.000304,0.005489,0.377115,92
SKU0013,SKU0026,0.05542,0.033742,0.000615,0.011097,0.328879,186
SKU0013,SKU0016,0.05542,0.013484,0.000245,0.004415,0.327432,74
SKU0013,SKU0059,0.05542,0.006481,0.000109,0.001969,0.303805,33
SKU0013,SKU0032,0.05542,0.035862,0.000506,0.009128,0.254541,153
SKU0013,SKU0037,0.05542,0.008131,0.000112,0.002029,0.249492,34
SKU0013,SKU0048,0.05542,0.010528,0.000132,0.002386,0.226685,40
SKU0013,SKU0036,0.05542,0.008524,9.9e-05,0.00179,0.209978,30
SKU0013,SKU0001,0.05542,0.009,9.6e-05,0.00173,0.192241,29
SKU0013,SKU0019,0.05542,0.012548,0.000112,0.002029,0.16166,34
SKU0013,SKU0052,0.05542,0.012614,9.9e-05,0.00179,0.141894,30
SKU0013,SKU0022,0.05542,0.013494,0.000106,0.001909,0.141488,32
SKU0015,SKU0002,0.050377,0.049901,0.002619,0.051982,1.041703,792
